INFO:     | 2023-10-31 13:30:38 | app | cache face to recognize-> app/.data/ps1.jpeg.jpg
INFO:     | 2023-10-31 13:36:09 | server | retina_res:{'face_1': {'score': 0.9995232820510864, 'facial_area': [230, 394, 385, 565], 'landmarks': {'right_eye': [270.14917, 445.94476], 'left_eye': [339.92517, 474.48798], 'nose': [286.45084, 505.1889], 'mouth_right': [254.90025, 510.4035], 'mouth_left': [311.7688, 532.9266]}}, 'face_2': {'score': 0.9994284510612488, 'facial_area': [440, 413, 634, 594], 'landmarks': {'right_eye': [518.97107, 462.62665], 'left_eye': [576.3318, 516.9169], 'nose': [515.3398, 521.6613], 'mouth_right': [467.05988, 526.6091], 'mouth_left': [507.9332, 570.9275]}}, 'face_3': {'score': 0.9993916749954224, 'facial_area': [718, 360, 937, 616], 'landmarks': {'right_eye': [799.05023, 440.3792], 'left_eye': [893.42737, 473.58374], 'nose': [838.30273, 493.8084], 'mouth_right': [777.44934, 535.3888], 'mouth_left': [852.4406, 562.7965]}}, 'face_4': {'score': 0.9990382194519043, 'facial_area': [1022, 247, 1278, 582], 'landmarks': {'right_eye': [1103.6362, 363.78784], 'left_eye': [1250.7965, 365.43787], 'nose': [1177.2928, 452.41464], 'mouth_right': [1114.086, 500.5842], 'mouth_left': [1231.278, 501.89468]}}}
INFO:     | 2023-10-31 13:36:09 | server | filtered retina face:[{'score': 0.9995232820510864, 'facial_area': [230, 394, 385, 565], 'landmarks': {'right_eye': [270.14917, 445.94476], 'left_eye': [339.92517, 474.48798], 'nose': [286.45084, 505.1889], 'mouth_right': [254.90025, 510.4035], 'mouth_left': [311.7688, 532.9266]}}, {'score': 0.9994284510612488, 'facial_area': [440, 413, 634, 594], 'landmarks': {'right_eye': [518.97107, 462.62665], 'left_eye': [576.3318, 516.9169], 'nose': [515.3398, 521.6613], 'mouth_right': [467.05988, 526.6091], 'mouth_left': [507.9332, 570.9275]}}, {'score': 0.9993916749954224, 'facial_area': [718, 360, 937, 616], 'landmarks': {'right_eye': [799.05023, 440.3792], 'left_eye': [893.42737, 473.58374], 'nose': [838.30273, 493.8084], 'mouth_right': [777.44934, 535.3888], 'mouth_left': [852.4406, 562.7965]}}, {'score': 0.9990382194519043, 'facial_area': [1022, 247, 1278, 582], 'landmarks': {'right_eye': [1103.6362, 363.78784], 'left_eye': [1250.7965, 365.43787], 'nose': [1177.2928, 452.41464], 'mouth_right': [1114.086, 500.5842], 'mouth_left': [1231.278, 501.89468]}}]
INFO:     | 2023-10-31 13:36:09 | server | face boxes:[{'x': 1022, 'y': 247, 'w': 256, 'h': 335}, {'x': 718, 'y': 360, 'w': 219, 'h': 256}, {'x': 440, 'y': 413, 'w': 194, 'h': 181}, {'x': 230, 'y': 394, 'w': 155, 'h': 171}]
INFO:     | 2023-10-31 13:36:09 | server | cal face angle: 0.6423980487697054
INFO:     | 2023-10-31 13:36:09 | server | cal face angle: 19.38330461966004
INFO:     | 2023-10-31 13:36:09 | server | cal face angle: 43.42471532206622
INFO:     | 2023-10-31 13:36:09 | server | cal face angle: 22.247958635245393
INFO:     | 2023-10-31 13:36:09 | service | img distance with person: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 is 0.19210347533226013
INFO:     | 2023-10-31 13:36:09 | service | no similar faces were found in the database
INFO:     | 2023-10-31 13:36:09 | service | img distance with person: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 is 0.06455722451210022
INFO:     | 2023-10-31 13:36:09 | service | detected face matches id: c3470128-ba5b-4ee2-b98d-0e7c7cae2074
INFO:     | 2023-10-31 13:36:09 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s and is_default = 1
INFO:     | 2023-10-31 13:36:09 | mysql_api | Person avatar with person_id: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 retrieved from mysql db.
INFO:     | 2023-10-31 13:36:10 | service | img distance with person: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 is 0.23528723418712616
INFO:     | 2023-10-31 13:36:10 | service | no similar faces were found in the database
INFO:     | 2023-10-31 13:36:10 | service | img distance with person: faa543b8-4ce1-4f66-b192-da14659daf25 is 0.15190842747688293
INFO:     | 2023-10-31 13:36:10 | service | no similar faces were found in the database
INFO:     | 2023-10-31 13:36:10 | app | recognizing faces fininshed!
INFO:     | 2023-10-31 13:37:21 | milvus_api | Collection faces_v2 present already.
INFO:     | 2023-10-31 13:37:30 | app | cache face to recognize-> app/.data/ps1.jpeg.jpg
INFO:     | 2023-10-31 13:37:30 | app | recognizing img app/.data/ps1.jpeg.jpg
INFO:     | 2023-10-31 13:37:44 | server | retina_res:{'face_1': {'score': 0.9995232820510864, 'facial_area': [230, 394, 385, 565], 'landmarks': {'right_eye': [270.14917, 445.94476], 'left_eye': [339.92517, 474.48798], 'nose': [286.45084, 505.1889], 'mouth_right': [254.90025, 510.4035], 'mouth_left': [311.7688, 532.9266]}}, 'face_2': {'score': 0.9994284510612488, 'facial_area': [440, 413, 634, 594], 'landmarks': {'right_eye': [518.97107, 462.62665], 'left_eye': [576.3318, 516.9169], 'nose': [515.3398, 521.6613], 'mouth_right': [467.05988, 526.6091], 'mouth_left': [507.9332, 570.9275]}}, 'face_3': {'score': 0.9993916749954224, 'facial_area': [718, 360, 937, 616], 'landmarks': {'right_eye': [799.05023, 440.3792], 'left_eye': [893.42737, 473.58374], 'nose': [838.30273, 493.8084], 'mouth_right': [777.44934, 535.3888], 'mouth_left': [852.4406, 562.7965]}}, 'face_4': {'score': 0.9990382194519043, 'facial_area': [1022, 247, 1278, 582], 'landmarks': {'right_eye': [1103.6362, 363.78784], 'left_eye': [1250.7965, 365.43787], 'nose': [1177.2928, 452.41464], 'mouth_right': [1114.086, 500.5842], 'mouth_left': [1231.278, 501.89468]}}}
INFO:     | 2023-10-31 13:37:44 | server | filtered retina face:[{'score': 0.9995232820510864, 'facial_area': [230, 394, 385, 565], 'landmarks': {'right_eye': [270.14917, 445.94476], 'left_eye': [339.92517, 474.48798], 'nose': [286.45084, 505.1889], 'mouth_right': [254.90025, 510.4035], 'mouth_left': [311.7688, 532.9266]}}, {'score': 0.9994284510612488, 'facial_area': [440, 413, 634, 594], 'landmarks': {'right_eye': [518.97107, 462.62665], 'left_eye': [576.3318, 516.9169], 'nose': [515.3398, 521.6613], 'mouth_right': [467.05988, 526.6091], 'mouth_left': [507.9332, 570.9275]}}, {'score': 0.9993916749954224, 'facial_area': [718, 360, 937, 616], 'landmarks': {'right_eye': [799.05023, 440.3792], 'left_eye': [893.42737, 473.58374], 'nose': [838.30273, 493.8084], 'mouth_right': [777.44934, 535.3888], 'mouth_left': [852.4406, 562.7965]}}, {'score': 0.9990382194519043, 'facial_area': [1022, 247, 1278, 582], 'landmarks': {'right_eye': [1103.6362, 363.78784], 'left_eye': [1250.7965, 365.43787], 'nose': [1177.2928, 452.41464], 'mouth_right': [1114.086, 500.5842], 'mouth_left': [1231.278, 501.89468]}}]
INFO:     | 2023-10-31 13:37:44 | server | face boxes:[{'x': 1022, 'y': 247, 'w': 256, 'h': 335}, {'x': 718, 'y': 360, 'w': 219, 'h': 256}, {'x': 440, 'y': 413, 'w': 194, 'h': 181}, {'x': 230, 'y': 394, 'w': 155, 'h': 171}]
INFO:     | 2023-10-31 13:37:44 | server | cal face angle: 0.6423980487697054
INFO:     | 2023-10-31 13:37:44 | server | cal face angle: 19.38330461966004
INFO:     | 2023-10-31 13:37:44 | server | cal face angle: 43.42471532206622
INFO:     | 2023-10-31 13:37:44 | server | cal face angle: 22.247958635245393
INFO:     | 2023-10-31 13:37:44 | service | img distance with person: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 is 0.19210347533226013
INFO:     | 2023-10-31 13:37:44 | service | no similar faces were found in the database
INFO:     | 2023-10-31 13:37:44 | service | img distance with person: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 is 0.06455722451210022
INFO:     | 2023-10-31 13:37:44 | service | detected face matches id: c3470128-ba5b-4ee2-b98d-0e7c7cae2074
INFO:     | 2023-10-31 13:37:44 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s and is_default = 1
INFO:     | 2023-10-31 13:37:44 | mysql_api | Person avatar with person_id: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 retrieved from mysql db.
INFO:     | 2023-10-31 13:37:45 | service | img distance with person: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 is 0.23528723418712616
INFO:     | 2023-10-31 13:37:45 | service | no similar faces were found in the database
INFO:     | 2023-10-31 13:37:45 | service | img distance with person: faa543b8-4ce1-4f66-b192-da14659daf25 is 0.15190842747688293
INFO:     | 2023-10-31 13:37:45 | service | no similar faces were found in the database
INFO:     | 2023-10-31 13:37:45 | app | recognizing faces fininshed!
INFO:     | 2023-10-31 13:37:45 | app | recognize return:{'status': 'success', 'user_id': '1', 'avatar_pairs': [{'avatar_url': '/avatars/avatar.png_0_final.png', 'pos': [718, 360, 219, 256, 19.38330461966004]}]}
INFO:     | 2023-10-31 13:39:05 | milvus_api | Collection faces_v2 present already.
INFO:     | 2023-10-31 13:39:15 | app | cache face to recognize-> app/.data/ps1.jpeg.jpg
INFO:     | 2023-10-31 13:39:15 | app | recognizing img app/.data/ps1.jpeg.jpg
INFO:     | 2023-10-31 13:39:28 | server | retina_res:{'face_1': {'score': 0.9995232820510864, 'facial_area': [230, 394, 385, 565], 'landmarks': {'right_eye': [270.14917, 445.94476], 'left_eye': [339.92517, 474.48798], 'nose': [286.45084, 505.1889], 'mouth_right': [254.90025, 510.4035], 'mouth_left': [311.7688, 532.9266]}}, 'face_2': {'score': 0.9994284510612488, 'facial_area': [440, 413, 634, 594], 'landmarks': {'right_eye': [518.97107, 462.62665], 'left_eye': [576.3318, 516.9169], 'nose': [515.3398, 521.6613], 'mouth_right': [467.05988, 526.6091], 'mouth_left': [507.9332, 570.9275]}}, 'face_3': {'score': 0.9993916749954224, 'facial_area': [718, 360, 937, 616], 'landmarks': {'right_eye': [799.05023, 440.3792], 'left_eye': [893.42737, 473.58374], 'nose': [838.30273, 493.8084], 'mouth_right': [777.44934, 535.3888], 'mouth_left': [852.4406, 562.7965]}}, 'face_4': {'score': 0.9990382194519043, 'facial_area': [1022, 247, 1278, 582], 'landmarks': {'right_eye': [1103.6362, 363.78784], 'left_eye': [1250.7965, 365.43787], 'nose': [1177.2928, 452.41464], 'mouth_right': [1114.086, 500.5842], 'mouth_left': [1231.278, 501.89468]}}}
INFO:     | 2023-10-31 13:39:28 | server | filtered retina face:[{'score': 0.9995232820510864, 'facial_area': [230, 394, 385, 565], 'landmarks': {'right_eye': [270.14917, 445.94476], 'left_eye': [339.92517, 474.48798], 'nose': [286.45084, 505.1889], 'mouth_right': [254.90025, 510.4035], 'mouth_left': [311.7688, 532.9266]}}, {'score': 0.9994284510612488, 'facial_area': [440, 413, 634, 594], 'landmarks': {'right_eye': [518.97107, 462.62665], 'left_eye': [576.3318, 516.9169], 'nose': [515.3398, 521.6613], 'mouth_right': [467.05988, 526.6091], 'mouth_left': [507.9332, 570.9275]}}, {'score': 0.9993916749954224, 'facial_area': [718, 360, 937, 616], 'landmarks': {'right_eye': [799.05023, 440.3792], 'left_eye': [893.42737, 473.58374], 'nose': [838.30273, 493.8084], 'mouth_right': [777.44934, 535.3888], 'mouth_left': [852.4406, 562.7965]}}, {'score': 0.9990382194519043, 'facial_area': [1022, 247, 1278, 582], 'landmarks': {'right_eye': [1103.6362, 363.78784], 'left_eye': [1250.7965, 365.43787], 'nose': [1177.2928, 452.41464], 'mouth_right': [1114.086, 500.5842], 'mouth_left': [1231.278, 501.89468]}}]
INFO:     | 2023-10-31 13:39:28 | server | face boxes:[{'x': 1022, 'y': 247, 'w': 256, 'h': 335}, {'x': 718, 'y': 360, 'w': 219, 'h': 256}, {'x': 440, 'y': 413, 'w': 194, 'h': 181}, {'x': 230, 'y': 394, 'w': 155, 'h': 171}]
INFO:     | 2023-10-31 13:39:28 | server | cal face angle: 0.6423980487697054
INFO:     | 2023-10-31 13:39:28 | server | cal face angle: 19.38330461966004
INFO:     | 2023-10-31 13:39:28 | server | cal face angle: 43.42471532206622
INFO:     | 2023-10-31 13:39:28 | server | cal face angle: 22.247958635245393
INFO:     | 2023-10-31 13:39:28 | service | img distance with person: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 is 0.19210347533226013
INFO:     | 2023-10-31 13:39:28 | service | no similar faces were found in the database
INFO:     | 2023-10-31 13:39:28 | service | img distance with person: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 is 0.06455722451210022
INFO:     | 2023-10-31 13:39:28 | service | detected face matches id: c3470128-ba5b-4ee2-b98d-0e7c7cae2074
INFO:     | 2023-10-31 13:39:28 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s and is_default = 1
INFO:     | 2023-10-31 13:39:28 | mysql_api | Person avatar with person_id: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 retrieved from mysql db.
INFO:     | 2023-10-31 13:39:28 | service | img distance with person: c3470128-ba5b-4ee2-b98d-0e7c7cae2074 is 0.23528723418712616
INFO:     | 2023-10-31 13:39:28 | service | no similar faces were found in the database
INFO:     | 2023-10-31 13:39:29 | service | img distance with person: faa543b8-4ce1-4f66-b192-da14659daf25 is 0.15190842747688293
INFO:     | 2023-10-31 13:39:29 | service | no similar faces were found in the database
INFO:     | 2023-10-31 13:39:29 | app | recognizing faces fininshed!
INFO:     | 2023-10-31 13:39:29 | app | recognize return:{'status': 'success', 'user_id': '1', 'avatar_pairs': [{'avatar_url': '/avatars/avatar.png_0_final.png', 'pos': [718, 360, 219, 256, 19.38330461966004]}]}
INFO:     | 2023-10-31 13:41:28 | milvus_api | Collection faces_v2 present already.
INFO:     | 2023-10-31 13:48:29 | milvus_api | Collection faces_v2 present already.
INFO:     | 2023-10-31 13:52:25 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s
INFO:     | 2023-10-31 13:52:25 | mysql_api | Person avatar with person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db.
INFO:     | 2023-10-31 13:52:25 | app | get avatars of userfaa543b8-4ce1-4f66-b192-da14659daf25 res:{'status': 'success', 'message': 'record matching person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db', 'avatar': [{'avatar_url': 'volumes/avatars/Bitmap.png_faa543b8-4ce1-4f66-b192-da14659daf25.jpg'}]}
INFO:     | 2023-10-31 13:52:27 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s
INFO:     | 2023-10-31 13:52:27 | mysql_api | Person avatar with person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db.
INFO:     | 2023-10-31 13:52:27 | app | get avatars of userfaa543b8-4ce1-4f66-b192-da14659daf25 res:{'status': 'success', 'message': 'record matching person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db', 'avatar': [{'avatar_url': 'volumes/avatars/Bitmap.png_faa543b8-4ce1-4f66-b192-da14659daf25.jpg'}]}
INFO:     | 2023-10-31 13:52:31 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s
INFO:     | 2023-10-31 13:52:31 | mysql_api | Person avatar with person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db.
INFO:     | 2023-10-31 13:52:31 | app | get avatars of userfaa543b8-4ce1-4f66-b192-da14659daf25 res:{'status': 'success', 'message': 'record matching person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db', 'avatar': [{'avatar_url': 'volumes/avatars/Bitmap.png_faa543b8-4ce1-4f66-b192-da14659daf25.jpg'}]}
INFO:     | 2023-10-31 13:52:58 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s
INFO:     | 2023-10-31 13:52:58 | mysql_api | Person avatar with person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db.
INFO:     | 2023-10-31 13:52:58 | app | get avatars of userfaa543b8-4ce1-4f66-b192-da14659daf25 res:{'status': 'success', 'message': 'record matching person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db', 'avatar': [{'avatar_url': 'volumes/avatars/Bitmap.png_faa543b8-4ce1-4f66-b192-da14659daf25.jpg'}]}
INFO:     | 2023-10-31 13:53:07 | app | cache face to recognize-> app/.data/blob.jpg
INFO:     | 2023-10-31 13:53:07 | app | recognizing img app/.data/blob.jpg
INFO:     | 2023-10-31 13:53:20 | server | retina_res:{'face_1': {'score': 0.979729413986206, 'facial_area': [47, 243, 320, 589], 'landmarks': {'right_eye': [107.170746, 357.30975], 'left_eye': [242.94612, 361.9276], 'nose': [166.89523, 455.93204], 'mouth_right': [117.86726, 503.21863], 'mouth_left': [225.91133, 507.5229]}}}
INFO:     | 2023-10-31 13:53:20 | server | filtered retina face:[{'score': 0.979729413986206, 'facial_area': [47, 243, 320, 589], 'landmarks': {'right_eye': [107.170746, 357.30975], 'left_eye': [242.94612, 361.9276], 'nose': [166.89523, 455.93204], 'mouth_right': [117.86726, 503.21863], 'mouth_left': [225.91133, 507.5229]}}]
INFO:     | 2023-10-31 13:53:20 | server | face boxes:[{'x': 47, 'y': 243, 'w': 273, 'h': 346}]
INFO:     | 2023-10-31 13:53:20 | server | cal face angle: 1.9479369014691754
INFO:     | 2023-10-31 13:53:21 | service | img distance with person: 0 is 0.018183551728725433
INFO:     | 2023-10-31 13:53:21 | service | detected face matches id: 0
INFO:     | 2023-10-31 13:53:21 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s and is_default = 1
INFO:     | 2023-10-31 13:53:21 | mysql_api | Person avatar with person_id: 0 retrieved from mysql db.
INFO:     | 2023-10-31 13:53:21 | app | recognizing faces fininshed!
INFO:     | 2023-10-31 13:53:21 | app | recognize return:{'status': 'success', 'user_id': 'faa543b8-4ce1-4f66-b192-da14659daf25', 'avatar_pairs': [{'avatar_url': '/avatars/avatar.png_0_final.png', 'pos': [47, 243, 273, 346, 1.9479369014691754]}]}
INFO:     | 2023-10-31 13:55:29 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s
INFO:     | 2023-10-31 13:55:29 | mysql_api | Person avatar with person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db.
INFO:     | 2023-10-31 13:55:29 | app | get avatars of userfaa543b8-4ce1-4f66-b192-da14659daf25 res:{'status': 'success', 'message': 'record matching person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db', 'avatar': [{'avatar_url': 'volumes/avatars/Bitmap.png_faa543b8-4ce1-4f66-b192-da14659daf25.jpg'}]}
INFO:     | 2023-10-31 13:55:53 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s
INFO:     | 2023-10-31 13:55:53 | mysql_api | Person avatar with person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db.
INFO:     | 2023-10-31 13:55:53 | app | get avatars of userfaa543b8-4ce1-4f66-b192-da14659daf25 res:{'status': 'success', 'message': 'record matching person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db', 'avatar': [{'avatar_url': 'volumes/avatars/Bitmap.png_faa543b8-4ce1-4f66-b192-da14659daf25.jpg'}]}
INFO:     | 2023-10-31 13:56:00 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s
INFO:     | 2023-10-31 13:56:00 | mysql_api | Person avatar with person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db.
INFO:     | 2023-10-31 13:56:00 | app | get avatars of userfaa543b8-4ce1-4f66-b192-da14659daf25 res:{'status': 'success', 'message': 'record matching person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db', 'avatar': [{'avatar_url': 'volumes/avatars/Bitmap.png_faa543b8-4ce1-4f66-b192-da14659daf25.jpg'}]}
INFO:     | 2023-10-31 13:56:11 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s
INFO:     | 2023-10-31 13:56:11 | mysql_api | Person avatar with person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db.
INFO:     | 2023-10-31 13:56:11 | app | get avatars of userfaa543b8-4ce1-4f66-b192-da14659daf25 res:{'status': 'success', 'message': 'record matching person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db', 'avatar': [{'avatar_url': 'volumes/avatars/Bitmap.png_faa543b8-4ce1-4f66-b192-da14659daf25.jpg'}]}
INFO:     | 2023-10-31 13:56:14 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s
INFO:     | 2023-10-31 13:56:14 | mysql_api | Person avatar with person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db.
INFO:     | 2023-10-31 13:56:14 | app | get avatars of userfaa543b8-4ce1-4f66-b192-da14659daf25 res:{'status': 'success', 'message': 'record matching person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db', 'avatar': [{'avatar_url': 'volumes/avatars/Bitmap.png_faa543b8-4ce1-4f66-b192-da14659daf25.jpg'}]}
INFO:     | 2023-10-31 13:56:17 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s
INFO:     | 2023-10-31 13:56:17 | mysql_api | Person avatar with person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db.
INFO:     | 2023-10-31 13:56:17 | app | get avatars of userfaa543b8-4ce1-4f66-b192-da14659daf25 res:{'status': 'success', 'message': 'record matching person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db', 'avatar': [{'avatar_url': 'volumes/avatars/Bitmap.png_faa543b8-4ce1-4f66-b192-da14659daf25.jpg'}]}
INFO:     | 2023-10-31 13:56:29 | app | cache face to recognize-> app/.data/blob.jpg
INFO:     | 2023-10-31 13:56:29 | app | recognizing img app/.data/blob.jpg
INFO:     | 2023-10-31 13:56:29 | server | retina_res:{'face_1': {'score': 0.9999079704284668, 'facial_area': [94, 330, 330, 575], 'landmarks': {'right_eye': [173.57182, 483.67657], 'left_eye': [245.41339, 406.9835], 'nose': [264.07538, 489.26233], 'mouth_right': [256.84488, 549.4513], 'mouth_left': [311.83435, 485.61557]}}}
INFO:     | 2023-10-31 13:56:29 | server | filtered retina face:[{'score': 0.9999079704284668, 'facial_area': [94, 330, 330, 575], 'landmarks': {'right_eye': [173.57182, 483.67657], 'left_eye': [245.41339, 406.9835], 'nose': [264.07538, 489.26233], 'mouth_right': [256.84488, 549.4513], 'mouth_left': [311.83435, 485.61557]}}]
INFO:     | 2023-10-31 13:56:29 | server | face boxes:[{'x': 94, 'y': 330, 'w': 236, 'h': 245}]
INFO:     | 2023-10-31 13:56:29 | server | cal face angle: -46.870759098532005
INFO:     | 2023-10-31 13:56:30 | service | img distance with person: faa543b8-4ce1-4f66-b192-da14659daf25 is 0.04352688789367676
INFO:     | 2023-10-31 13:56:30 | service | detected face matches id: faa543b8-4ce1-4f66-b192-da14659daf25
INFO:     | 2023-10-31 13:56:30 | mysql_api | SELECT avatar_url FROM person WHERE user_id = %s and is_default = 1
INFO:     | 2023-10-31 13:56:30 | mysql_api | Person avatar with person_id: faa543b8-4ce1-4f66-b192-da14659daf25 retrieved from mysql db.
